year,month,day,minute,second,hour,weekday,timestamp
2018,11,8,1,52,59,False,1541641979796
2018,11,8,3,47,23,False,1541648843796
2018,11,8,3,48,12,False,1541648892796
2018,11,8,3,54,39,False,1541649279796
2018,11,8,3,58,26,False,1541649506796
2018,11,8,4,1,31,False,1541649691796
2018,11,8,5,30,5,False,1541655005796
2018,11,8,6,1,46,False,1541656906796
2018,11,8,6,22,18,False,1541658138796
2018,11,8,6,23,19,False,1541658199796
2018,11,8,6,24,18,False,1541658258796
2018,11,8,6,24,19,False,1541658259796
2018,11,8,6,25,57,False,1541658357796
2018,11,8,6,27,12,False,1541658432796
2018,11,8,6,30,52,False,1541658652796
2018,11,8,6,30,53,False,1541658653796
2018,11,8,6,33,47,False,1541658827796
2018,11,8,7,0,0,False,1541660400796
2018,11,8,7,13,2,False,1541661182796
2018,11,8,7,15,23,False,1541661323796
2018,11,8,7,16,38,False,1541661398796
2018,11,8,7,16,39,False,1541661399796
2018,11,8,7,18,15,False,1541661495796
2018,11,8,7,18,38,False,1541661518796
2018,11,8,7,22,13,False,1541661733796
2018,11,8,7,32,36,False,1541662356796
2018,11,8,7,34,22,False,1541662462796
2018,11,8,7,37,20,False,1541662640796
2018,11,8,7,41,8,False,1541662868796
2018,11,8,7,44,52,False,1541663092796
2018,11,8,7,48,34,False,1541663314796
2018,11,8,7,52,33,False,1541663553796
2018,11,8,7,52,53,False,1541663573796
2018,11,8,7,56,22,False,1541663782796
2018,11,8,8,1,6,False,1541664066796
2018,11,8,8,6,52,False,1541664412796
2018,11,8,8,20,27,False,1541665227796
2018,11,8,8,25,2,False,1541665502796
2018,11,8,8,28,59,False,1541665739796
2018,11,8,8,33,42,False,1541666022796
2018,11,8,8,36,13,False,1541666173796
2018,11,8,8,38,10,False,1541666290796
2018,11,8,8,40,39,False,1541666439796
2018,11,8,8,46,24,False,1541666784796
2018,11,8,8,50,49,False,1541667049796
2018,11,8,8,54,18,False,1541667258796
2018,11,8,8,57,13,False,1541667433796
2018,11,8,9,0,55,False,1541667655796
2018,11,8,9,7,9,False,1541668029796
2018,11,8,9,11,24,False,1541668284796
2018,11,8,9,15,31,False,1541668531796
2018,11,8,9,19,40,False,1541668780796
2018,11,8,9,23,8,False,1541668988796
2018,11,8,9,26,33,False,1541669193796
2018,11,8,9,29,2,False,1541669342796
2018,11,8,9,32,10,False,1541669530796
2018,11,8,9,35,50,False,1541669750796
2018,11,8,9,40,10,False,1541670010796
2018,11,8,9,45,43,False,1541670343796
2018,11,8,9,58,50,False,1541671130796
2018,11,8,10,0,59,False,1541671259796
2018,11,8,10,7,12,False,1541671632796
2018,11,8,10,11,7,False,1541671867796
2018,11,8,10,16,14,False,1541672174796
2018,11,8,10,20,49,False,1541672449796
2018,11,8,10,25,10,False,1541672710796
2018,11,8,10,28,27,False,1541672907796
2018,11,8,10,32,59,False,1541673179796
2018,11,8,10,34,27,False,1541673267796
2018,11,8,10,34,31,False,1541673271796
2018,11,8,10,39,15,False,1541673555796
2018,11,8,10,40,23,False,1541673623796
2018,11,8,10,44,5,False,1541673845796
2018,11,8,10,46,47,False,1541674007796
2018,11,8,10,50,45,False,1541674245796
2018,11,8,10,51,11,False,1541674271796
2018,11,8,10,54,6,False,1541674446796
2018,11,8,10,55,56,False,1541674556796
2018,11,8,10,57,16,False,1541674636796
2018,11,8,10,58,42,False,1541674722796
2018,11,8,11,0,39,False,1541674839796
2018,11,8,11,2,55,False,1541674975796
2018,11,8,11,4,32,False,1541675072796
2018,11,8,11,7,43,False,1541675263796
2018,11,8,11,11,29,False,1541675489796
2018,11,8,11,15,51,False,1541675751796
2018,11,8,11,26,46,False,1541676406796
2018,11,8,11,31,36,False,1541676696796
2018,11,8,11,34,35,False,1541676875796
2018,11,8,11,37,30,False,1541677050796
2018,11,8,11,43,4,False,1541677384796
2018,11,8,11,48,3,False,1541677683796
2018,11,8,11,51,6,False,1541677866796
2018,11,8,11,54,33,False,1541678073796
2018,11,8,11,55,11,False,1541678111796
2018,11,8,11,55,12,False,1541678112796
2018,11,8,11,55,43,False,1541678143796
2018,11,8,12,0,0,False,1541678400796
2018,11,8,12,3,8,False,1541678588796
2018,11,8,12,3,58,False,1541678638796
2018,11,8,12,7,34,False,1541678854796
2018,11,8,12,7,43,False,1541678863796
2018,11,8,12,7,44,False,1541678864796
2018,11,8,12,10,39,False,1541679039796
2018,11,8,12,11,19,False,1541679079796
2018,11,8,12,11,58,False,1541679118796
2018,11,8,12,13,16,False,1541679196796
2018,11,8,12,13,17,False,1541679197796
2018,11,8,12,14,29,False,1541679269796
2018,11,8,12,14,47,False,1541679287796
2018,11,8,12,15,7,False,1541679307796
2018,11,8,12,16,8,False,1541679368796
2018,11,8,12,16,27,False,1541679387796
2018,11,8,12,16,28,False,1541679388796
2018,11,8,12,16,45,False,1541679405796
2018,11,8,12,18,50,False,1541679530796
2018,11,8,12,19,24,False,1541679564796
2018,11,8,12,20,36,False,1541679636796
2018,11,8,12,21,6,False,1541679666796
2018,11,8,12,23,43,False,1541679823796
2018,11,8,12,24,16,False,1541679856796
2018,11,8,12,28,14,False,1541680094796
2018,11,8,12,30,51,False,1541680251796
2018,11,8,12,32,23,False,1541680343796
2018,11,8,12,35,43,False,1541680543796
2018,11,8,12,39,7,False,1541680747796
2018,11,8,12,42,17,False,1541680937796
2018,11,8,12,47,17,False,1541681237796
2018,11,8,12,51,8,False,1541681468796
2018,11,8,12,52,57,False,1541681577796
2018,11,8,12,56,12,False,1541681772796
2018,11,8,12,58,55,False,1541681935796
2018,11,8,13,3,14,False,1541682194796
2018,11,8,13,7,16,False,1541682436796
2018,11,8,13,11,13,False,1541682673796
2018,11,8,13,14,49,False,1541682889796
2018,11,8,13,34,28,False,1541684068796
2018,11,8,13,39,47,False,1541684387796
2018,11,8,13,46,15,False,1541684775796
2018,11,8,13,48,54,False,1541684934796
2018,11,8,13,49,20,False,1541684960796
2018,11,8,13,49,58,False,1541684998796
2018,11,8,13,50,17,False,1541685017796
2018,11,8,13,50,48,False,1541685048796
2018,11,8,13,51,29,False,1541685089796
2018,11,8,13,53,38,False,1541685218796
2018,11,8,14,9,50,False,1541686190796
2018,11,8,14,9,51,False,1541686191796
2018,11,8,14,10,35,False,1541686235796
2018,11,8,14,11,42,False,1541686302796
2018,11,8,14,15,18,False,1541686518796
2018,11,8,14,15,37,False,1541686537796
2018,11,8,14,16,43,False,1541686603796
2018,11,8,14,18,12,False,1541686692796
2018,11,8,14,22,17,False,1541686937796
2018,11,8,14,24,55,False,1541687095796
2018,11,8,14,27,8,False,1541687228796
2018,11,8,14,27,44,False,1541687264796
2018,11,8,14,32,46,False,1541687566796
2018,11,8,14,36,16,False,1541687776796
2018,11,8,14,40,18,False,1541688018796
2018,11,8,14,42,47,False,1541688167796
2018,11,8,14,43,45,False,1541688225796
2018,11,8,14,45,37,False,1541688337796
2018,11,8,14,47,26,False,1541688446796
2018,11,8,14,47,27,False,1541688447796
2018,11,8,14,48,35,False,1541688515796
2018,11,8,14,48,36,False,1541688516796
2018,11,8,14,49,20,False,1541688560796
2018,11,8,14,49,59,False,1541688599796
2018,11,8,14,53,24,False,1541688804796
2018,11,8,14,54,5,False,1541688845796
2018,11,8,14,56,25,False,1541688985796
2018,11,8,14,58,28,False,1541689108796
2018,11,8,15,1,57,False,1541689317796
2018,11,8,15,9,29,False,1541689769796
2018,11,8,15,13,54,False,1541690034796
2018,11,8,15,44,54,False,1541691894796
2018,11,8,15,48,14,False,1541692094796
2018,11,8,15,49,5,False,1541692145796
2018,11,8,17,45,35,False,1541699135796
2018,11,8,18,0,32,False,1541700032796
2018,11,8,18,19,6,False,1541701146796
2018,11,8,18,23,21,False,1541701401796
2018,11,8,18,46,7,False,1541702767796
2018,11,8,18,56,22,False,1541703382796
2018,11,8,18,57,2,False,1541703422796
2018,11,8,18,59,38,False,1541703578796
2018,11,8,19,2,31,False,1541703751796
2018,11,8,19,5,26,False,1541703926796
2018,11,8,19,11,29,False,1541704289796
2018,11,8,19,14,23,False,1541704463796
2018,11,8,19,20,4,False,1541704804796
2018,11,8,19,22,53,False,1541704973796
2018,11,8,19,27,20,False,1541705240796
2018,11,8,19,36,39,False,1541705799796
2018,11,8,20,34,52,False,1541709292796
2018,11,8,20,35,14,False,1541709314796
2018,11,8,21,41,52,False,1541713312796
2018,11,8,21,41,58,False,1541713318796
2018,11,8,21,42,33,False,1541713353796
2018,11,8,21,42,38,False,1541713358796
2018,11,8,21,45,21,False,1541713521796
2018,11,8,21,48,28,False,1541713708796
2018,11,8,23,33,16,False,1541719996796
2018,11,8,23,59,36,False,1541721576796
2018,11,26,0,2,43,False,1543190563796
2018,11,26,0,2,44,False,1543190564796
2018,11,26,0,2,50,False,1543190570796
2018,11,26,0,2,51,False,1543190571796
2018,11,26,0,3,21,False,1543190601796
2018,11,26,0,47,18,False,1543193238796
2018,11,26,0,47,21,False,1543193241796
2018,11,26,0,52,5,False,1543193525796
2018,11,26,0,55,36,False,1543193736796
2018,11,26,0,59,18,False,1543193958796
2018,11,26,3,25,39,False,1543202739796
2018,11,26,3,29,26,False,1543202966796
2018,11,26,3,36,2,False,1543203362796
2018,11,26,4,25,21,False,1543206321796
2018,11,26,5,37,18,False,1543210638796
2018,11,26,6,16,23,False,1543212983796
2018,11,26,6,35,24,False,1543214124796
2018,11,26,6,38,31,False,1543214311796
2018,11,26,6,40,45,False,1543214445796
2018,11,26,6,41,4,False,1543214464796
2018,11,26,6,45,13,False,1543214713796
2018,11,26,6,45,45,False,1543214745796
2018,11,26,6,48,37,False,1543214917796
2018,11,26,6,51,35,False,1543215095796
2018,11,26,6,52,29,False,1543215149796
2018,11,26,6,55,54,False,1543215354796
2018,11,26,6,56,7,False,1543215367796
2018,11,26,7,0,7,False,1543215607796
2018,11,26,7,1,41,False,1543215701796
2018,11,26,7,4,19,False,1543215859796
2018,11,26,7,8,28,False,1543216108796
2018,11,26,7,14,50,False,1543216490796
2018,11,26,7,17,0,False,1543216620796
2018,11,26,7,19,6,False,1543216746796
2018,11,26,7,24,41,False,1543217081796
2018,11,26,7,38,37,False,1543217917796
2018,11,26,7,39,3,False,1543217943796
2018,11,26,7,41,52,False,1543218112796
2018,11,26,7,42,5,False,1543218125796
2018,11,26,7,45,11,False,1543218311796
2018,11,26,7,46,54,False,1543218414796
2018,11,26,7,46,55,False,1543218415796
2018,11,26,7,49,1,False,1543218541796
2018,11,26,7,52,25,False,1543218745796
2018,11,26,7,54,55,False,1543218895796
2018,11,26,7,59,6,False,1543219146796
2018,11,26,8,3,26,False,1543219406796
2018,11,26,8,7,59,False,1543219679796
2018,11,26,8,10,41,False,1543219841796
2018,11,26,8,14,4,False,1543220044796
2018,11,26,8,14,6,False,1543220046796
2018,11,26,8,17,21,False,1543220241796
2018,11,26,8,22,29,False,1543220549796
2018,11,26,8,24,25,False,1543220665796
2018,11,26,8,27,15,False,1543220835796
2018,11,26,8,28,48,False,1543220928796
2018,11,26,8,30,57,False,1543221057796
2018,11,26,8,32,17,False,1543221137796
2018,11,26,8,33,59,False,1543221239796
2018,11,26,8,36,37,False,1543221397796
2018,11,26,8,37,24,False,1543221444796
2018,11,26,8,41,3,False,1543221663796
2018,11,26,8,41,49,False,1543221709796
2018,11,26,8,44,42,False,1543221882796
2018,11,26,8,46,4,False,1543221964796
2018,11,26,8,48,3,False,1543222083796
2018,11,26,8,48,26,False,1543222106796
2018,11,26,8,51,24,False,1543222284796
2018,11,26,8,52,56,False,1543222376796
2018,11,26,8,54,40,False,1543222480796
2018,11,26,8,56,35,False,1543222595796
2018,11,26,8,56,36,False,1543222596796
2018,11,26,8,57,26,False,1543222646796
2018,11,26,9,56,36,False,1543226196796
2018,11,26,10,0,10,False,1543226410796
2018,11,26,10,2,30,False,1543226550796
2018,11,26,10,11,37,False,1543227097796
2018,11,26,10,21,0,False,1543227660796
2018,11,26,10,37,57,False,1543228677796
2018,11,26,10,38,3,False,1543228683796
2018,11,26,10,38,13,False,1543228693796
2018,11,26,10,42,3,False,1543228923796
2018,11,26,10,44,58,False,1543229098796
2018,11,26,10,45,48,False,1543229148796
2018,11,26,10,48,59,False,1543229339796
2018,11,26,10,52,34,False,1543229554796
2018,11,26,10,56,6,False,1543229766796
2018,11,26,10,59,1,False,1543229941796
2018,11,26,11,4,49,False,1543230289796
2018,11,26,11,9,2,False,1543230542796
2018,11,26,11,12,38,False,1543230758796
2018,11,26,11,16,41,False,1543231001796
2018,11,26,11,21,0,False,1543231260796
2018,11,26,11,24,38,False,1543231478796
2018,11,26,11,27,11,False,1543231631796
2018,11,26,11,30,14,False,1543231814796
2018,11,26,11,35,51,False,1543232151796
2018,11,26,11,40,6,False,1543232406796
2018,11,26,11,43,17,False,1543232597796
2018,11,26,11,53,30,False,1543233210796
2018,11,26,11,58,48,False,1543233528796
2018,11,26,12,4,7,False,1543233847796
2018,11,26,12,8,9,False,1543234089796
2018,11,26,12,11,28,False,1543234288796
2018,11,26,12,11,29,False,1543234289796
2018,11,26,12,11,33,False,1543234293796
2018,11,26,12,13,24,False,1543234404796
2018,11,26,12,14,36,False,1543234476796
2018,11,26,12,17,39,False,1543234659796
2018,11,26,12,17,53,False,1543234673796
2018,11,26,12,20,14,False,1543234814796
2018,11,26,12,23,51,False,1543235031796
2018,11,26,12,27,35,False,1543235255796
2018,11,26,12,29,57,False,1543235397796
2018,11,26,12,34,7,False,1543235647796
2018,11,26,12,34,51,False,1543235691796
2018,11,26,12,35,13,False,1543235713796
2018,11,26,12,38,58,False,1543235938796
2018,11,26,12,40,38,False,1543236038796
2018,11,26,12,45,14,False,1543236314796
2018,11,26,12,45,27,False,1543236327796
2018,11,26,12,49,33,False,1543236573796
2018,11,26,12,52,24,False,1543236744796
2018,11,26,12,54,37,False,1543236877796
2018,11,26,12,55,31,False,1543236931796
2018,11,26,12,58,53,False,1543237133796
2018,11,26,12,58,59,False,1543237139796
2018,11,26,13,2,18,False,1543237338796
2018,11,26,13,10,9,False,1543237809796
2018,11,26,13,14,6,False,1543238046796
2018,11,26,13,17,42,False,1543238262796
2018,11,26,13,21,9,False,1543238469796
2018,11,26,13,25,44,False,1543238744796
2018,11,26,13,27,13,False,1543238833796
2018,11,26,13,27,33,False,1543238853796
2018,11,26,13,28,42,False,1543238922796
2018,11,26,13,30,45,False,1543239045796
2018,11,26,13,30,55,False,1543239055796
2018,11,26,13,31,26,False,1543239086796
2018,11,26,13,31,57,False,1543239117796
2018,11,26,13,34,52,False,1543239292796
2018,11,26,13,39,19,False,1543239559796
2018,11,26,13,39,33,False,1543239573796
2018,11,26,13,42,55,False,1543239775796
2018,11,26,13,43,20,False,1543239800796
2018,11,26,13,46,58,False,1543240018796
2018,11,26,13,47,35,False,1543240055796
2018,11,26,13,49,52,False,1543240192796
2018,11,26,13,50,10,False,1543240210796
2018,11,26,13,53,22,False,1543240402796
2018,11,26,13,54,41,False,1543240481796
2018,11,26,13,55,15,False,1543240515796
2018,11,26,13,55,17,False,1543240517796
2018,11,26,13,59,1,False,1543240741796
2018,11,26,14,0,8,False,1543240808796
2018,11,26,14,4,31,False,1543241071796
2018,11,26,14,4,58,False,1543241098796
2018,11,26,14,5,42,False,1543241142796
2018,11,26,14,8,50,False,1543241330796
2018,11,26,14,9,33,False,1543241373796
2018,11,26,14,11,4,False,1543241464796
2018,11,26,14,14,24,False,1543241664796
2018,11,26,14,15,27,False,1543241727796
2018,11,26,14,15,36,False,1543241736796
2018,11,26,14,18,55,False,1543241935796
2018,11,26,14,19,36,False,1543241976796
2018,11,26,14,20,12,False,1543242012796
2018,11,26,14,22,38,False,1543242158796
2018,11,26,14,23,11,False,1543242191796
2018,11,26,14,23,12,False,1543242192796
2018,11,26,14,27,13,False,1543242433796
2018,11,26,14,27,56,False,1543242476796
2018,11,26,14,30,50,False,1543242650796
2018,11,26,14,32,54,False,1543242774796
2018,11,26,14,34,17,False,1543242857796
2018,11,26,14,36,52,False,1543243012796
2018,11,26,14,37,37,False,1543243057796
2018,11,26,14,39,37,False,1543243177796
2018,11,26,14,40,42,False,1543243242796
2018,11,26,14,40,53,False,1543243253796
2018,11,26,14,43,7,False,1543243387796
2018,11,26,14,46,1,False,1543243561796
2018,11,26,14,46,48,False,1543243608796
2018,11,26,14,47,28,False,1543243648796
2018,11,26,14,49,8,False,1543243748796
2018,11,26,14,51,25,False,1543243885796
2018,11,26,14,53,7,False,1543243987796
2018,11,26,14,56,8,False,1543244168796
2018,11,26,14,58,18,False,1543244298796
2018,11,26,14,59,57,False,1543244397796
2018,11,26,15,1,21,False,1543244481796
2018,11,26,15,2,10,False,1543244530796
2018,11,26,15,5,17,False,1543244717796
2018,11,26,15,5,44,False,1543244744796
2018,11,26,15,7,9,False,1543244829796
2018,11,26,15,9,14,False,1543244954796
2018,11,26,15,13,4,False,1543245184796
2018,11,26,15,17,36,False,1543245456796
2018,11,26,15,18,20,False,1543245500796
2018,11,26,15,20,12,False,1543245612796
2018,11,26,15,20,25,False,1543245625796
2018,11,26,15,21,46,False,1543245706796
2018,11,26,15,25,4,False,1543245904796
2018,11,26,15,25,18,False,1543245918796
2018,11,26,15,26,5,False,1543245965796
2018,11,26,15,29,11,False,1543246151796
2018,11,26,15,30,0,False,1543246200796
2018,11,26,15,31,11,False,1543246271796
2018,11,26,15,33,11,False,1543246391796
2018,11,26,15,33,56,False,1543246436796
2018,11,26,15,34,47,False,1543246487796
2018,11,26,15,35,53,False,1543246553796
2018,11,26,15,37,14,False,1543246634796
2018,11,26,15,37,53,False,1543246673796
2018,11,26,15,39,51,False,1543246791796
2018,11,26,15,40,27,False,1543246827796
2018,11,26,15,41,32,False,1543246892796
2018,11,26,15,43,58,False,1543247038796
2018,11,26,15,44,29,False,1543247069796
2018,11,26,15,44,42,False,1543247082796
2018,11,26,15,47,36,False,1543247256796
2018,11,26,15,47,41,False,1543247261796
2018,11,26,15,48,45,False,1543247325796
2018,11,26,15,49,15,False,1543247355796
2018,11,26,15,50,44,False,1543247444796
2018,11,26,15,52,43,False,1543247563796
2018,11,26,15,52,49,False,1543247569796
2018,11,26,15,55,9,False,1543247709796
2018,11,26,15,57,19,False,1543247839796
2018,11,26,15,57,20,False,1543247840796
2018,11,26,16,0,7,False,1543248007796
2018,11,26,16,1,56,False,1543248116796
2018,11,26,16,1,57,False,1543248117796
2018,11,26,16,2,44,False,1543248164796
2018,11,26,17,33,56,False,1543253636796
2018,11,26,17,37,52,False,1543253872796
2018,11,26,17,40,53,False,1543254053796
2018,11,26,17,44,14,False,1543254254796
2018,11,26,17,46,50,False,1543254410796
2018,11,26,17,51,31,False,1543254691796
2018,11,26,17,57,10,False,1543255030796
2018,11,26,18,17,19,False,1543256239796
2018,11,26,18,17,20,False,1543256240796
2018,11,26,18,19,20,False,1543256360796
2018,11,26,18,22,39,False,1543256559796
2018,11,26,18,22,59,False,1543256579796
2018,11,26,18,25,9,False,1543256709796
2018,11,26,18,25,10,False,1543256710796
2018,11,26,18,25,34,False,1543256734796
2018,11,26,18,26,59,False,1543256819796
2018,11,26,18,30,5,False,1543257005796
2018,11,26,18,31,6,False,1543257066796
2018,11,26,18,34,29,False,1543257269796
2018,11,26,18,38,15,False,1543257495796
2018,11,26,18,43,1,False,1543257781796
2018,11,26,18,43,36,False,1543257816796
2018,11,26,18,46,43,False,1543258003796
2018,11,26,18,48,19,False,1543258099796
2018,11,26,18,48,20,False,1543258100796
2018,11,26,18,48,38,False,1543258118796
2018,11,26,18,50,38,False,1543258238796
2018,11,26,18,53,37,False,1543258417796
2018,11,26,18,58,10,False,1543258690796
2018,11,26,19,1,37,False,1543258897796
2018,11,26,19,4,31,False,1543259071796
2018,11,26,19,37,29,False,1543261049796
2018,11,26,19,38,19,False,1543261099796
2018,11,26,19,41,55,False,1543261315796
2018,11,26,20,9,27,False,1543262967796
2018,11,26,22,2,36,False,1543269756796
2018,11,25,1,39,14,True,1543109954796
2018,11,25,1,42,11,True,1543110131796
2018,11,25,1,42,12,True,1543110132796
2018,11,25,1,42,48,True,1543110168796
2018,11,25,1,42,49,True,1543110169796
2018,11,25,2,35,47,True,1543113347796
2018,11,25,2,36,5,True,1543113365796
2018,11,25,2,40,22,True,1543113622796
2018,11,25,5,5,48,True,1543122348796
2018,11,25,5,9,11,True,1543122551796
2018,11,25,5,13,48,True,1543122828796
2018,11,25,5,19,22,True,1543123162796
2018,11,25,5,24,18,True,1543123458796
2018,11,25,5,27,58,True,1543123678796
2018,11,25,5,28,25,True,1543123705796
2018,11,25,5,36,6,True,1543124166796
2018,11,25,5,49,11,True,1543124951796
2018,11,25,5,52,0,True,1543125120796
2018,11,25,5,52,32,True,1543125152796
2018,11,25,5,55,40,True,1543125340796
2018,11,25,5,58,2,True,1543125482796
2018,11,25,6,2,14,True,1543125734796
2018,11,25,6,6,17,True,1543125977796
2018,11,25,6,8,30,True,1543126110796
2018,11,25,6,11,10,True,1543126270796
2018,11,25,6,15,59,True,1543126559796
2018,11,25,6,20,20,True,1543126820796
2018,11,25,6,46,58,True,1543128418796
2018,11,25,6,51,16,True,1543128676796
2018,11,25,8,7,36,True,1543133256796
2018,11,25,8,40,8,True,1543135208796
2018,11,25,11,28,19,True,1543145299796
2018,11,25,11,28,25,True,1543145305796
2018,11,25,13,7,4,True,1543151224796
2018,11,25,13,56,40,True,1543154200796
2018,11,25,14,13,48,True,1543155228796
2018,11,25,14,17,10,True,1543155430796
2018,11,25,15,58,3,True,1543161483796
2018,11,25,16,6,25,True,1543161985796
2018,11,25,16,10,39,True,1543162239796
2018,11,25,16,14,24,True,1543162464796
2018,11,25,16,18,23,True,1543162703796
2018,11,25,16,22,11,True,1543162931796
2018,11,25,17,29,5,True,1543166945796
2018,11,25,17,29,5,True,1543166945796
2018,11,25,17,29,13,True,1543166953796
2018,11,25,18,19,34,True,1543169974796
2018,11,25,18,21,32,True,1543170092796
2018,11,25,18,24,18,True,1543170258796
2018,11,25,18,27,30,True,1543170450796
2018,11,25,18,31,25,True,1543170685796
2018,11,25,18,36,14,True,1543170974796
2018,11,25,18,36,15,True,1543170975796
2018,11,25,18,36,39,True,1543170999796
2018,11,25,18,40,28,True,1543171228796
2018,11,25,23,48,10,True,1543189690796
2018,11,25,23,50,12,True,1543189812796
2018,11,25,23,52,32,True,1543189952796
2018,11,25,23,59,39,True,1543190379796
2018,11,17,0,2,24,False,1542412944796
2018,11,17,0,6,40,False,1542413200796
2018,11,17,0,10,51,False,1542413451796
2018,11,17,0,14,35,False,1542413675796
2018,11,17,0,17,39,False,1542413859796
2018,11,17,0,20,55,False,1542414055796
2018,11,17,0,27,1,False,1542414421796
2018,11,17,0,28,7,False,1542414487796
2018,11,17,0,31,21,False,1542414681796
2018,11,17,0,37,14,False,1542415034796
2018,11,17,0,43,50,False,1542415430796
2018,11,17,0,54,52,False,1542416092796
2018,11,17,0,58,34,False,1542416314796
2018,11,17,1,5,31,False,1542416731796
2018,11,17,1,8,49,False,1542416929796
2018,11,17,1,12,35,False,1542417155796
2018,11,17,1,18,20,False,1542417500796
2018,11,17,1,23,53,False,1542417833796
2018,11,17,1,26,40,False,1542418000796
2018,11,17,1,29,37,False,1542418177796
2018,11,17,1,34,23,False,1542418463796
2018,11,17,1,38,18,False,1542418698796
2018,11,17,1,42,22,False,1542418942796
2018,11,17,2,20,52,False,1542421252796
2018,11,17,4,31,38,False,1542429098796
2018,11,17,4,38,41,False,1542429521796
2018,11,17,4,42,8,False,1542429728796
2018,11,17,4,47,15,False,1542430035796
2018,11,17,4,52,2,False,1542430322796
2018,11,17,4,53,3,False,1542430383796
2018,11,17,4,58,7,False,1542430687796
2018,11,17,5,1,41,False,1542430901796
2018,11,17,5,2,37,False,1542430957796
2018,11,17,5,5,16,False,1542431116796
2018,11,17,6,31,48,False,1542436308796
2018,11,17,6,35,0,False,1542436500796
2018,11,17,10,16,35,False,1542449795796
2018,11,17,10,21,22,False,1542450082796
2018,11,17,10,24,25,False,1542450265796
2018,11,17,10,28,10,False,1542450490796
2018,11,17,12,52,31,False,1542459151796
2018,11,17,13,33,59,False,1542461639796
2018,11,17,13,38,10,False,1542461890796
2018,11,17,13,42,17,False,1542462137796
2018,11,17,13,45,43,False,1542462343796
2018,11,17,13,53,14,False,1542462794796
2018,11,17,13,58,14,False,1542463094796
2018,11,17,14,9,54,False,1542463794796
2018,11,17,14,13,36,False,1542464016796
2018,11,17,14,17,50,False,1542464270796
2018,11,17,14,21,59,False,1542464519796
2018,11,17,14,27,0,False,1542464820796
2018,11,17,14,30,45,False,1542465045796
2018,11,17,14,33,23,False,1542465203796
2018,11,17,14,37,37,False,1542465457796
2018,11,17,14,40,9,False,1542465609796
2018,11,17,14,40,10,False,1542465610796
2018,11,17,14,43,3,False,1542465783796
2018,11,17,14,43,4,False,1542465784796
2018,11,17,14,43,35,False,1542465815796
2018,11,17,14,45,5,False,1542465905796
2018,11,17,14,48,49,False,1542466129796
2018,11,17,14,52,13,False,1542466333796
2018,11,17,14,55,55,False,1542466555796
2018,11,17,14,56,51,False,1542466611796
2018,11,17,14,59,21,False,1542466761796
2018,11,17,14,59,25,False,1542466765796
2018,11,17,15,0,44,False,1542466844796
2018,11,17,15,2,5,False,1542466925796
2018,11,17,15,3,14,False,1542466994796
2018,11,17,15,5,17,False,1542467117796
2018,11,17,15,6,17,False,1542467177796
2018,11,17,15,10,54,False,1542467454796
2018,11,17,15,14,47,False,1542467687796
2018,11,17,15,18,30,False,1542467910796
2018,11,17,15,22,34,False,1542468154796
2018,11,17,15,25,23,False,1542468323796
2018,11,17,15,28,12,False,1542468492796
2018,11,17,15,31,43,False,1542468703796
2018,11,17,15,34,53,False,1542468893796
2018,11,17,15,37,12,False,1542469032796
2018,11,17,15,41,21,False,1542469281796
2018,11,17,15,48,32,False,1542469712796
2018,11,17,15,51,53,False,1542469913796
2018,11,17,15,53,45,False,1542470025796
2018,11,17,15,53,46,False,1542470026796
2018,11,17,15,53,59,False,1542470039796
2018,11,17,15,54,10,False,1542470050796
2018,11,17,15,55,6,False,1542470106796
2018,11,17,15,57,6,False,1542470226796
2018,11,17,15,57,12,False,1542470232796
2018,11,17,16,1,10,False,1542470470796
2018,11,17,16,2,11,False,1542470531796
2018,11,17,16,4,1,False,1542470641796
2018,11,17,16,5,39,False,1542470739796
2018,11,17,16,7,3,False,1542470823796
2018,11,17,16,8,46,False,1542470926796
2018,11,17,16,12,11,False,1542471131796
2018,11,17,16,14,55,False,1542471295796
2018,11,17,16,16,4,False,1542471364796
2018,11,17,16,16,8,False,1542471368796
2018,11,17,16,16,9,False,1542471369796
2018,11,17,16,24,42,False,1542471882796
2018,11,17,16,33,17,False,1542472397796
2018,11,17,16,35,46,False,1542472546796
2018,11,17,16,39,10,False,1542472750796
2018,11,17,16,42,29,False,1542472949796
2018,11,17,16,46,58,False,1542473218796
2018,11,17,16,49,33,False,1542473373796
2018,11,17,16,56,24,False,1542473784796
2018,11,17,16,58,56,False,1542473936796
2018,11,17,17,30,46,False,1542475846796
2018,11,17,17,31,36,False,1542475896796
2018,11,17,17,36,36,False,1542476196796
2018,11,17,17,38,54,False,1542476334796
2018,11,17,17,42,29,False,1542476549796
2018,11,17,21,32,37,False,1542490357796
2018,11,17,21,32,38,False,1542490358796
2018,11,17,21,34,23,False,1542490463796
2018,11,17,21,34,24,False,1542490464796
2018,11,17,21,34,55,False,1542490495796
2018,11,17,22,44,56,False,1542494696796
2018,11,17,22,45,1,False,1542494701796
2018,11,17,22,48,44,False,1542494924796
2018,11,17,22,52,47,False,1542495167796
2018,11,17,22,56,43,False,1542495403796
2018,11,17,23,0,49,False,1542495649796
2018,11,17,23,4,29,False,1542495869796
2018,11,17,23,8,35,False,1542496115796
2018,11,17,23,13,41,False,1542496421796
