song_id,title,duration,year,artist_id
SOQYBGK12A8C137A84,Somethings Wrong,91.11465,0,AR25U181187FB57BF2
SOWGDGL12AB018627F,Like the Ocean_ Like The Innocent Pt. 2 The Innocent,437.60281,2010,ARSI3101187FB5BBC3
SOOWCAH12AB0186F6C,Rivers Of Belief,263.20934,2006,ARFOVF61187B9892CD
SOSZWBZ12AB018436B,Ready For The Fight,387.44771000000003,0,AR49AD41187FB38A0A
SOYQMRI12AB0183A0C,Sweet_ Sweet Spirit,156.73424,2002,ARCL3E11187FB570AD
SOUEBGL12AB0187863,Monkey Bee Diplo Remix,308.16607999999997,0,AR10JLR1187FB500C2
SOCLQGT12A8C142EC7,Du sköna värld,200.14975,0,ARJ0T991187B9A1738
SOOOEJN12AB01850B4,You Have No Grace,69.48526,2002,ARJ68391187FB3F988
SOSYSGS12AB0186A23,New Orleans,469.31546,0,ARMGDJZ1187B9AD74C
SOKAGSZ12A8C13E7FC,Beat on the Brat,190.61506,2005,AR3J9AY1187B9B7069
SOCKPUX12A8C1367F4,U Blow,264.82892999999996,1994,AR7T5GH1187FB4F8E0
SOKRSCD12AB01822B6,Frenomotor,191.21587,2008,AR01G6G1187B9892EF
SOFQARF12AB01872C9,Intro,112.8224,2010,AR6D6K51187B9A4B76
SOEDEUQ12A6D4F6714,Simple et funky Prince Paul remix,252.3424,0,ARZO9UQ1187FB4D261
SONTCDQ12AC9072D1A,First Boyfriend,156.21178999999998,2007,ARWSMC91187B9AD369
SOBTTKT12A6D4F8314,Lhorizon Chimérique,264.93342,2000,ARW63KF1187B98AC48
SORFHUL12A6D4F685E,Gods Interlude,62.95465,1995,ARYIWF11187FB53F2D
SOQXOXK12A81C219E6,Der Bofrost Mann,161.54077,2005,AR16MYF1187FB562C3
SOWQQSF12A58A7E33C,Baby Please Set A Date,286.45832,1978,ARSP62A1187FB3BD00
SOPEIBP12A8C13CD4C,Steamer trunk,172.17261000000002,2001,ARC1SV21187FB4CF26
SOCRGCL12AB018BC19,Robba potente feat. Cor Veleno Album,194.89914,0,AR52DCD1187B992B5F
SOGGJGW12AB01895D8,Tethered Dogs,235.75465,0,ARA5DNX1187B98E045
SOFNIXQ12A8151AC33,One Of The Ones,186.06975,2005,ARRCQCU1187B98BAF5
SOEHUEK12AB018471E,Love  Devotion,197.48526,2003,ARNNQ9E1187FB3C82F
SOQNOLA12A6D4F8160,Rhayader Alone,110.54975,0,ARJD43U1187B98EAB9
SOLXOUI12AC468DBE2,My Girlfriends Friend,195.39546,0,ARVAE6W1187FB3CAF3
SOIVAVN12A6D4F92D7,Im Gonna Cry Til My Tears Run Dry,146.88608,2004,ARALUUG1187FB58696
SOFUHIT12A58A7763D,We Should Fight,235.17995,2008,AR4YQ9V1187FB55610
SOKUUHH12AB0187D54,More Than You Know,191.84281000000001,2000,ARNLTB01187B9AE52F
SODSYJS12AB0188032,Last Night,268.5122,1982,ARBFQAE1187FB3E957
SOBVCVL12A81C217BC,Dinner With Chantel,315.97668999999996,0,AR65ELO1187FB43AD8
SOKLPHM12A8C13142A,How You Are,217.3122,1994,ARJWNUT1187B9907B5
SOFGQFD12A6D4F80B5,Got No Brains,229.40689,1982,ARIGFIZ1187FB4D6BA
SOQNZQU12A8C13960B,Declaration Of Rights,222.14485,1983,AR1V0RQ1187B98B3B6
SOQCWVH12AB0185DA5,Losin End LP Version,255.32036000000002,0,ARHTHC01187B9B6D2A
SOVBRVG12A8C13DDCE,Millions starved and we became skinnier and skinnier_ while our leaders became fatter and fatter.,594.75546,2006,ARYOIZG1187FB41E30
SOSTWLP12AB018AFB7,Whatcha Gonna Do,130.40281000000002,2010,AR4JL9A1187B98C936
SOYTWEJ12A58A801D8,Opus 35,293.8771,2006,ARHSLWQ1187B9A8FAA
SOEALPL12A8C13209A,Fight the fire,263.23546,2000,AROLEZ71187B9AE552
SOESOMG12AB01841C8,My Own Way Manchester Square Demo,278.12526,2009,AR9L6R11187B9AA3F2
SONBDBW12AF72A4E6C,Silencio De Aguas Profundas,628.2183200000001,0,ARCK6OL1187B99B25F
SOAWSCF12AB01825C7,A Woman A Man Walked By  The Crow Knows Where All The Little Children Go,284.86485,2009,ARCPAUB11FF10D8539
SOOQYGD12AB018C614,Wait For You,234.00444,2010,ARZNA6V1187FB388B6
SORLVPX12AB01870E8,DatenÜbertragungsKüsschen Sistema Remix,347.50649,2009,ARS36RK1187B9B853A
SOHLIDO12A6D4FA0D2,Black Radio in the Neon Blur,360.48933999999997,1990,ARCLBRR1187B98CCE7
SOLZPBH12AC3DF578D,Its All Good,260.70159,2007,ARF69SG1187B9B341D
SONKFXK12AB018A013,Time Slips By PK Mix,267.36281,1989,ARMWCF81187B98F7E0
SOKBLVA12A6701F38E,A cavall del vent,162.2722,1972,ARKYG0H1187FB3D52C
SOICTIE12A8C135603,Moving,224.49587000000002,2007,ARW118R1187FB3A921
SOXLATB12A8C136547,Glory Hunter,309.39383,1984,ARGBE8R1187FB4D4FA
SOYELYS12AC3DF66B5,Mn Leven Van Mij,243.1473,0,ARRICNR11F4C845D32
SOGBEMK12A81C23544,U Got My Love,220.18567000000002,1998,AR6AG9V1187B98D47D
SOAPLUZ12A6D4F9CD2,Mercy Album Version,307.69587,0,ARVMFE61187B992463
SOWSXFM12AB017EAA4,Motion Sickness,179.61751,0,ARAGALL122BCFCAA9A
SOXPPIJ12AB01807FC,Back It Up LP Version,231.75791,1992,ARV7EVJ1187FB552BB
SOKQNYU12A58A7927F,Where Love Shines,409.99138,2003,ARVA5B71187B9A0FCD
SOZEUQV12A6D4F6C89,Prayer Dance Live,391.31383,0,ARIZ8KE1187FB3F2A2
SODVRJW12A8C136703,On The Death Of The Waters,188.13342,2008,ARM6D9O1187B9ABC29
SOITACD12A8C1371CD,Pecatore Album Version,167.36608,0,AR01G6G1187B9892EF
SOACFBL12A8C134E80,String Quartet No. 13 in A minor D.804 Rosamunde III.     Menuetto Allegretto  Trio,460.82567,0,ARVLEZN11E2835D955
SOTLMKG12A8C13D8E0,Love Or Money 2002 Digital Remaster,180.37506000000002,0,AR0YTWT1187FB3D62F
SOJCUFH12AB0186BF1,Neighbor_ Neighbor,177.26649,0,ARD2HR71187B99548F
SOFRPUB12A8C1355D6,Hear Me Talking To You,183.53587,0,ARWQ2DR1187B98FF28
SODUZWL12AB0183CD8,Things To Do Before We Die,315.24526000000003,2006,ARBR4UG1187B9B5A9D
SOTXOBZ12A8C136984,Niech Mowi Serce,213.15873,2004,ARKSNK21187FB3E39E
SOUUWRG12A8C134F44,Drown,149.26322,2007,ARQDKBV1187FB5135B
SOISABZ12A58A7C581,Nature Is The Law,295.44444,2002,ARIIMPS1187FB4CD03
SOUHWSQ12AB01864F8,Sour Stains,299.72853,1996,ARYYI3A1187B98CD79
SOHVIXO12A8C13C5D6,Le Capitaine Et Le Matelot,293.85098,2001,ARR1CKC1187FB40CB6
SOPTKBP12A8C134965,Swing Like a Baby,245.60281,1988,ARMYMUD1187B9B018E
SOCQIOO12A6D4F8B0D,Trouble Sleeping Remix,233.16852999999998,2006,ARAL4561187B999C82
SONONGF12AB0184726,Punto Y Aparte,204.38159,0,AR5Z97E1187FB36169
SOTUWPH12AB017DEBC,Ezio In Florence,138.39628000000002,2009,ARGLI7X1187B9930BB
SOOXWUK12A8AE47F66,When Your Minds Made Up,221.72689,0,ARBCCKR1187FB5CE54
SOQACTM12AB018A380,AA,258.84689,0,ARMUYEE11F4C845ADB
SOEMYXK12A6D4F7D6C,Angelita Hueneman,251.97669,1993,AROM5MF1187B99E2C9
SOKSASF12A58A7A08B,Skylark,347.79382999999996,0,AR4JY8V1187B98A62F
SOUXOCO12AB017FA13,Awake Me in The New World,303.15057,1993,ARK60RL1187FB3A130
SOCLLHD12AB018684B,Liverpool,270.94158999999996,2009,ARWCQYY12592CDBE04
SOLKTTT12AB01825E3,Race Against Time,176.37832,2009,AROEZR71187FB39CBA
SOAONPI12A6D4F8A49,Sea Of Tears,720.87465,0,AR9JET41187FB3DE77
SOEVAMO12AC90716AD,Between Hell and A Heartbeat Explicit,174.28853,0,ARPKATM1187B9B76E6
SOHEFPC12AB0185D58,Une Histoire Lamentable,201.92608,1978,AR139EA1187FB567C2
SOPQAYC12A8C139625,Building A Better Me,189.83138,2000,ARX7H851187B9ACA90
SOJAAKP12A58A7D6AB,Mellotron Heart Album Version,319.242,2008,ARHXK5N1187B98F942
SOBIXZL12AC468C4B0,Mental Shock,108.82567,2007,ARYLKRH1187B98AC77
SOJTAUQ12AC4689DD9,This Aint Pleasure,163.13423999999998,1992,AR3KGPQ1187FB53C84
SOVVCON12A6D4F775F,Fun For Me,308.34893,1995,ARSHA481187B9ACD16
SOGJQKY12A58A77A8D,Night Cruiser Album Version,378.09587,0,ARDIKTV11F43A69FA4
SOWPNGV12AB0189556,Catalyst LP Version,205.19138,0,ARWXJTT1187FB509FD
SOCFKOX12A67ADAE95,Ghastly Indoctrination,459.33669000000003,2006,ARB4ZRM1187B993147
SOPZKUG12A8C1417E1,Heaven For The Weather,207.12444,0,ARIHE7O1187FB47DED
SOGVBLQ12A8C144539,Blaue Flecken,218.61832,2008,AR679BF1187B9B1CA6
SOVBLDE12AB017F8AF,Kick Jump  Part Jump,112.19546000000001,1998,ARO3XZQ1187FB39351
SOTNAKV12A58A7E6C8,Better Reconize,265.482,0,AR6EA811187B9933FF
SOTNTQH12A8C13CC9A,Emotions Ring Album Version,246.02077000000003,0,AR0RWAM1187B997087
SOYBKEI12AB018884E,Midnight Wind,171.4673,0,ARQGYP71187FB44566
SODFRMJ12A8AE4617F,Goals Featuring Jerry G,153.44281,0,ARUMYWY1187FB37B70
SOMDVWR12A6D4F5B92,Look What The Wind Blew In,198.47791,1971,ARHAO311187FB3E38E
SOARRXP12AB018081A,A.E.O.N. Album,302.70649,2009,ARI4QF11187B9A3666
SOULQNY12A8C1337F6,Sufani Taken from the film Rog,336.45669,0,AR8VW3G1187B99B037
SOPKXPC12A8C133904,Back 2 U featuring Selan,295.3922,0,ARO3YU81187B99AC66
SOBQKYG12A8C131D5B,Stray Bullet Kill,247.03955,0,ARDL6301187FB4FFA7
SODVZAG12AB017F6BF,Mile Marker,273.08362999999997,0,ARHA3QY1187B98A96B
SOARAAZ12A8C13447E,Semtex Live Remix,286.85016,2006,ARR49V21187FB3650C
SOHZDYL12A8C141C73,My Perfect Cousin,156.36853,1980,AR32RXI1187B9BA168
SOSELTX12A8C134E02,Route Zero,221.33506,1989,ARBUV6L1187B98B8A9
SOYDOHP12AB017F140,Pete The Killer,210.46812000000003,2003,ARKSW3R1187B989674
SOCZFVP12AC4689010,Baba Hanuman,836.85832,2001,ARK92UQ1187FB53121
SOLPJPM12A8C141BDE,Vuelve Junto A Mi,242.80771000000001,1979,AR2PT4M1187FB55B1A
SOOZPVQ12A58A7E3B2,Different Drum,188.86485,1990,ARQJ9VM1187FB420BE
SOAXAPU12A67020EF9,Dirty Movies Album Version,248.00607999999997,1981,ARNLO5S1187B9B80CC
SOXHJER12AB0181217,Exciting Forms of Destruction,215.24853,2009,ARMGSFM122BCFCCECA
SODIWOG12A58A7D1F2,The Organ Grinder,239.69914,2005,ARSMQEO1187FB5A55F
SOHJBRH12A6D4F9331,Dont Think Twice Album,229.14567000000002,1999,ARG81VK1187FB401BF
SOSVZGM12A58A7755F,Why Do I Love You So,124.3424,1988,ARKMSNH1187FB44DEB
SOCONYN12A8AE48117,Ice Cream Cakes,340.34893,1972,AR2BBHS1187FB4AE06
SOFLXPF12AB018BA41,Ghetto ABCs,95.50322,0,ARIZOHT1187B9A0CF8
SOFYLXK12A6D4F89B1,Symphony No. 40 in G minor K550 I.       Molto allegro,444.9171,0,ARICNBO124549A3756
SOHWKRB12AB017EB39,Better Off That Way,270.99383,0,ARB9WJ11187B98BF17
SOCPMTN12A8C137791,Melange,165.85098,0,ARYNCPC11F4C83B1DD
SOBCXXS12AB018E12E,Bring It Home Daddy,182.25587,1999,ARS3OCH1187B999A7F
SOSMPWZ12A8C13B6A7,Out Of Touch Paul Roberts Remix,419.26485,2004,ARHXH6D1187B994181
SOGYOES12AB0182AC7,Anna Be Careful,208.24771,0,ARVEYSY11F4C8484C5
SOYRGCM12AB017F511,Shes Her Own Woman,269.7922,2009,ARKHGQA1187B9B7AD5
SOSGKWB12AB0189F19,Slammin,357.11955,2004,AR50X381187B9A7374
SOHZXOB12A8C136478,Athmosphere,206.44526000000002,0,ARCWEN01187B98CF85
SOSMFWB12A8C13BABB,Rumour,233.53423999999998,1999,ARBR90S1187B9B2895
SOBSCMH12A58A76A5D,No Nukes,103.6273,0,ARTCHQU11F4C8456E0
SOXQIAC12A8C140110,You Will Take It and Like It,243.74812000000003,2007,ARJT53O1187FB5641F
SONQVJV12A8C132754,Sic,223.03302000000002,0,ARKTJAT1187B9B3D8A
SOUYGQC12AB0185C66,The Voyage To Mordor Theme from The Lord Of The Rings,283.45423999999997,1978,AR1JO491187B995A96
SOVLFZW12AB018524A,Love  Pride LP Version,334.47137999999995,1997,AR3L9E21187FB3F8E6
SOBCAYR12A58A7A3D2,Cellphone Dub,320.67873,2005,ARZP4981187B998902
SOAJXIJ12AB018810B,Unreal,228.17914,2005,ARK9L321187B9B5481
SOTLUIS12AC468BB74,Assisted Suicide 2.5,247.37913999999998,0,AR32JLC1187B9946AF
SOEGATN12A6D4F73B9,Mamas Boy,217.46892999999997,1979,AR6UVLC1187B9B4D4C
SOLRTXF12A8C13348B,How Could You ,331.2322,2003,ARIGHFP1187B9A4467
SOMSTGG12A6D4F8D45,South Winds,364.45995,0,AR5OPQ61187B9B66F6
SOANVDJ12AB0183B5E,Cylinder Head World,223.55546,1990,ARYT2521187FB55FF8
SOLTIVF12AAFF43797,Lively Up Yourself,173.24363,1991,ARAZCWP129462A97F1
SOUDPXH12AC4687C35,Alequa,246.41261,0,AROZ0EB1187FB494BF
SOKJWQT12AC4688A3F,Duckhunt,56.5024,0,ARJHPDB11EBCD795B6
SOOGQBE12A8C143C4E,Estou Melhor,177.3971,0,ARGS08F1187B9A2E14
SOCPASH12AB0185F22,Coma Girl,202.37016,0,ARLYEHC1187FB5CECF
SOZHBQE12AB0180F51,Through Toledo,232.80281000000002,2006,ARG6AM01187B98A91B
SOTWBOE12AB0188D71,Amy,221.41342000000003,2007,AR1LVOI1187FB568DC
SOBVJIG12A8C13E951,Friday Kind Of Monday,164.75383,1968,AR0LFJ41187B9BA10E
SOIIXNL12AB018472E,Voyager,397.11302,2007,AR1C53V1187B9B283D
SOHWYMW12A8AE46C84,The Mirror Man Original,295.13097999999997,0,ARY12E71187B9B8EC7
SOQMLOV12A8C142A0C,I Will Be Here,205.47873,0,ARIW30O1187FB5A29A
SOQMZCQ12A8C1335F0,Anybody Seen My Girl,176.5873,1994,ARO0QD41187FB3AB0A
SOTRVNO12AC3DF7F41,Drop The Girl,200.98567,2008,ARSASTM1187FB52759
SOJOAOZ12A58A7D7B6,Because Of You,292.51873,0,AR2O3B51187B98CD94
SOKEJTW12A6D4F8D66,Dont Tell Explicit Feat. Warren G_ Mauseburg And Nate Dogg,287.08526,1999,ARZ5H0P1187B98A1DD
SOJVJMI12AB018D972,Is There Nothing We Could Do  Reprise,227.3171,0,ARUPWVD1187FB4DA36
SOAHKJW12AC9075031,Sounds So Crazy,178.80771000000001,2001,AR3G8V71187FB3A377
SOHVOAF12A8C143ED2,A Girls Oath,78.18404,0,ARPNY981187B9ACB75
SOHSISW12A8C1419B5,Leftys Lounge,243.9571,2001,AR14LJF1187FB38AD6
SOOLVRL12A6D4F5874,And Then So Clear Album Version,349.57016,2005,ART4EPR1187FB38772
SOPHSXS12A8C13C01F,Close Your Eyes,200.64608,0,AR1UUWB1187B997F2F
SOESWBY12A8C13BDC1,I Am A Sewer At Heart,113.94566999999999,2003,AR3701A1187B99F8E2
SOCJOGB12A58A7D645,Perfecto,267.80689,0,ARJBAHO1187FB47A89
SOIQGXP12A6D4F8C27,Im All Yours LP Version,269.00853,0,AR658OS1187FB5C451
SOVCPGK12AB01894AB,I denna ljuva sommartid,340.21832,2002,ARGE4J31187B9B41EE
SOCIOXX12A8C13426B,Nuits de St. Germain des Pres,246.62159,0,ARSEOQC1187B9BA087
SODBTAT12AB01802B9,Another One,194.7424,0,ARRSSVL11E2835C246
SOPLHEW12AB018621A,Nothing To Lose James Talk Remix,459.85914,2007,ARHD7YH1187FB4E0BA
SOUFQJU12A58A80EAC,j Uh,213.26322000000002,2004,AR7DFJP1187B992F13
SOAXHCC12A8C14330F,The First Leaves Of Autumn,198.5824,0,ARFWZZD1187FB561F9
SOHCEBI12AB0188937,Never Mine,109.60933999999999,0,ARWEFTK1257509DE19
SOGQGXM12AB01844BA,Donkey Island,177.84118,2005,ARYRTE61187B9B2A8B
SOIGELY12A6D4F65C6,Aida 1986 Digital Remaster Fu la sorte dellarmi a tuoi funesta,345.25995,0,ARXLQYU11F4C83E050
SOWQLOJ12AB0184F3F,Nomenklatura,225.56689,1997,ARWCKEX1187B99557C
SOQMMLD12AB017F3CC,Still Love Remains Album Version,354.76853,1998,ARAIABB1187B9AC6E2
SOBKVKN12AC90731E6,White Light,125.59628000000001,0,ARZIZNN11F4C847393
SOBPCNJ12AB0188FAB,Killin Game,205.11302,2009,ARR5OEN1187B9B0A1A
SODUDAE12A58A7FAF3,One Pill,115.43465,1997,ARB67MC1187B98A3E4
SOWCLBY12AB0186CA5,Combat Fatigue,148.79301999999998,2008,ARM5PEE1187B9AEF3D
SOGYZOF12A67020D72,Seventy Times Seven LP Version,268.01587,0,ARU2JAB1187FB50C72
SOHQBUZ12A8C135742,Outbound,292.33587,2000,ARGN1M71187B9926AE
SOFLHAS12A8C13851C,Maybe Someday...,258.08934,1987,AR198711187B9AD09F
SOHSGXX12AB0187BDA,Work Hard_ Play Harder,189.75302,2010,ARTVG9Z1187FB3F5FD
SOGLNWB12A8C142D82,Absolute Horizon,300.01587,2008,AROW4VK1187B999DED
SOWTOPX12AF72A7A17,Bright Lights_ Big City,256.39137999999997,0,ART62WC1187FB47E80
SOEOFHE12A6BD546EA,In The Country From Cinderella,200.6722,0,ARK1LQN1187B98F4D1
SOLBVTP12A6310F91E,Three Hours,374.56934,1969,ARMZFC81187B9AC52C
SONWBTR12A6D4FCFFE,Wait On The Lord  LP Version,408.05832000000004,0,ARK0VFZ1187FB4309B
SOJMZTL12A8C1406CB,Me Abraça e me Beija,336.8224,2005,ARQCXY91187FB52E13
SOBMUGL12A58A7B67D,The Imperial,319.42485,2002,ARDTFEN1187B98A2B3
SOKBWXA12A8C13DCFA,spOOL 2002 Digital Remaster,307.93098,0,ARAW35N1187B994CCA
SOGEKGO12A8C142CA1,Tension,91.97669,0,ARLRRTC12420780AA2
SOJBRYI12A6D4F80EF,Soo Bawlz,141.08688999999998,1979,ARYML1P1187B9AF39B
SOPXFIS12A6D4F4A51,Cruisin,384.73098,1995,AR8JZX31187B98A84F
SOQRVCT12A8C134F65,Ay que pesado,265.97832,2004,ARVOEXH1187FB3DB02
SOWLYWF12A6D4F5421,Two,474.72281,1996,ARPQA4M1187B9B12F4
SOLKACV12A58A7B4A1,Doorstep Of Trouble,138.762,1995,ARMAUO81187FB3BC23
SOIFJQY12AB018970F,Deportation Spreads,247.58812000000003,0,ARCW2471187B99E469
SOWCEGW12AB018A424,Heads Up,175.77751,2009,ARQOMQA12472CE2C06
SONNLKB12A6D4FB14D,Halloween,193.2273,1998,ARAV5DQ1187B9B7629
SOPGSVK12A8C13CD10,Rock  Roll Renegade,146.15465,0,AR6RG8J1187B9A815C
SOTOVEF12AB017F63B,TV Fever,224.41751000000002,2005,ARLAAKV1187B9B6753
SOLMUEG12A8C140F7E,Spine Serpents Of Sperm Island,104.17586999999999,2007,ARUQFOR1187FB500CD
SOTTAEJ12AB017EC2B,Hilf mir fliegen,226.89914,2007,ARVVHDT1187FB5C668
SODZBRF12A8AE47C65,If This Room Could Talk,191.79057,1967,ARDJZ181187B9B7FBF
SOWHSLN12AB01875F0,Blåsut,165.69423999999998,2009,ARGE4J31187B9B41EE
SOJMDCQ12AC9097242,Me  My Dj Feat. Techtwelve,183.17016,2004,ARV5NZ91187B99A6C8
SOCZOVV12A58A7C626,The Somnambulist zabutoms gameboy edit,334.18404,0,AR6DILD1187FB4A146
SORZTJA12AB0185B12,Complicated,189.43955,1996,AR6P9IU1187FB373B3
SOTMASY12AB018585F,The All at Once Club,226.89914,2009,ART7WBX1187B98AA16
SOKUWPA12AB018128B,Words,206.70649,1982,ARA7BQL1187FB5B562
SOYOZLP12A8C1396C7,Crowded Room Album Version,187.34975,2008,AR5MDTR1187FB38653
SOQOHJY12AB018C91B,They Live,177.00526000000002,2008,ARCC8PK1187B9B5776
SOZZLZL12A8C1367D7,You Are God,233.11628,2008,ARNJ9M91187FB3906D
SONWZPX12AB017BD12,Signatune,379.21914,2006,ARABR0A1187FB4D9CD
SOHANQX12A8C13C2C4,Evil Hearted Ada,199.96688999999998,1971,ARDK87R1187B98D51C
SOHNMMS12AF729DD79,Eternal WinterS Prophecy,206.41914,2000,AR2Q8XP1187FB45709
SOPWKOX12A8C139D43,Genius,168.82893,2003,ARF2EHS1187B994F4E
SOWDHVH12A81C21F1C,She Passed By My Window,198.71302,2003,ARODBRG1187FB3FD99
SOYTKPD12AF72A8CA2,Between Thoughts,609.98485,1998,ARARCEL1187B9AB0F9
SODANFU12A8C135396,Free Ride,317.25669,1993,ARXA17J1187FB3B507
SOKLXMX12A8C13EC17,All Around w Stefanie Böhm,209.78893,0,ARLYEDK1187B9ACC55
SOSGQKD12AF72AB831,In Need Of A Miracle,223.18975,1998,ARL4UQB1187B9B74E3
SOOWTKX12A6701F9B0,Theme For A Pretty Girl That Makes You Believe God Exists,125.1522,2005,ARZGTK71187B9AC7F5
SOROBWO12AAF3B33B7,Through the Exterior,145.65832,0,ARBILUQ122C86751EC
SODKEQI12AB018D636,Definition Of A ZillaNaire,87.14404,0,AR1VCLT1187FB4C8AC
SOQGPOI12AB0180254,Better Days Reprise,38.13832,2008,ARNWLOC1187B9907C7
SORLKMS12A58A7C15F,World That He Wants,192.20853,2005,AREK02J1187B98E52F
SOTUKOU12A8C137C6E,Satisfaction Guaranteed,262.89587,2005,ARQO9DP1187FB48612
SOUXMIN12AB0180269,Flowtation 2007,513.72363,0,AR1B9JJ1187FB5526C
SOBOIMB12A6D4F7ABA,Under The Rainbow,257.72362999999996,1996,ARMH4YI1187FB3F45E
SOERONO12A8C141EB9,Roustabout,240.8224,2008,ARFYR4G11C8A41490F
SOTRTVQ12A58A7A1B0,Three Saddest Words,180.84526,0,ARR5WDG1187B99A112
SOIQYAU12A8C137731,Passive Explicit Version,250.22648999999998,2004,ARVDO8G1187B99F43E
SONNFQD12AB018E2C4,The mirrors truth,206.57587,2008,ARRPMC11187B9ABCDE
SOYURGX12A58A79683,Aint That Nothin Remastered Single Version,232.46322,1978,ARF20OM1187B990CAD
SONUYEX12A8C141378,Fabrica,294.60853,1986,ARKLQN31187B9AC9CA
SOSOESZ12A58A7C650,The Bantry Girls Lament_ The Ol Yellow House,323.26485,2002,AR9R6911187B9B250A
SOWEKTS12A6310F101,Evalia,260.75383,2003,AR6892W1187B9AC71B
SOUWYAQ12AF72A2A7B,King Volcano,304.90077,0,ARKEYB31187B991015
SOMJJIV12A6D4FC4CA,How Low,218.72281,2007,ARJTUSK1187B99A4B3
SODOLAA12A8AE475F1,Morrer,116.81913999999999,1984,ARXFP7U1187FB472E6
SOPXBQH12A8AE46ED1,My Man Is A Mean Man,211.80036,2007,ARCEZEA1187FB5A95F
SOANTTS12A6D4F93DB,Heavens Missing An Angel,283.48036,1997,ARR9WGA1187B992554
SOUFIFE12AB018C1D8,I Live In Marbella Working Part 3,252.76036000000002,0,ART9M7Z1187B9A03EF
SOADMFM12A8C131911,Hard As Steel,309.4722,0,AR3K1T51187FB4042A
SOUHSFF12AB0188F35,Lights Up,237.00852999999998,2010,AR3VF281187B9B4451
SOTSEFJ12AB0187FC3,Stronger,230.60852999999997,2002,ARE31LM1187B990C75
SOLRPYX12AB0184061,Two Four One,151.84933999999998,1971,ARXFAOQ1187B9A3616
SOCVMHO12A6D4F9C77,Stagger Lee,315.08853,1996,ARODBRG1187FB3FD99
SOTGPYO12A6D4F3317,Too Late_ Too Late,188.08118000000002,2006,ARZHJBG1187FB4E2FB
SOXYWBP12A6701D906,Im Coming Over,190.58893,2004,ARGHBVV1187FB4D57A
SOOEBXH12A8135823D,The Devils Reggae,52.13995,1991,AR7GVOV1187B9B5FF1
SOQZKZS12A8C135E36,Kommentar Zu Lied 11,162.63791,2007,ARQON7J1187FB55B16
SOMVWWN12A8C133F56,Whole Lotta Woman,173.322,1962,AR6ZUYX1187FB5C481
SOFDCGQ12AB01821E3,Im Not Saying Goodbye Album Version,198.05995,0,ARGSFKD119B866928A
SOHJFCS12AB017D9F1,Goodbye Gir,289.2273,0,ARWAV5K1187B98C7B1
SOMAQHE12AB0180A64,Under My Senses,247.66648999999998,2006,ARG5GH71187FB4C030
SOXDQCR12A81C22332,Si No Tengo A Ti Directo 2003,310.07302000000004,0,AR69GGX1187B98E1F7
SOJVLAG12A8C1440E4,Curiosa La Cara De Tu Padre,211.35627999999997,2008,AROLBIR1187B9B37B7
SOMBATA12A58A79CF1,Ocean Colour,438.88280999999995,0,ARLXMOT11F50C4BDB8
SOINZSY12A8C13D573,Per què,247.61424,2007,ARDXSGU1187B99BA95
SOVRIRM12A8C13B476,Ill Come Running,125.67465,2001,ARGUACZ1187FB3F35C
SOCTNJP12AAF3B5517,Glimpse Of Spain,211.48689,1999,ARYT62X1187FB5962F
SOMACLK12AC4687FE8,When I Say Jump,249.96526,0,AR3SHL71187B9A6CA4
SONXCYX12AB0184785,The King Of Carrot Flowers Parts Two And Three,186.56608,1998,ARZN0BZ1187B99F496
SOVALWW12A8C144AD6,All Because Of You,277.05424,0,AR3U6A11187B9B5D36
SOEZKYM12AB0183304,Rumore,336.19546,1997,ARJTYAT1187FB51ABA
SOACCRN12AB01855AD,Walking Disease,39.810159999999996,2008,ARVCRPA1187FB520B7
SOEYNUO12A8C133E2D,Go For It,277.86404,1985,ARNO8TU1187B9AFE37
SOZSYBN12AB0181F75,If Im Broken,212.92362999999997,0,ARHC8A61187FB543A2
SODILGF12AB018AAFE,Gonna Build A Mountain 2010 Digital Remaster,167.96688999999998,0,ARHRE9G1187B9B1412
SOSGQNI12AB018702A,The Workover,249.83465,0,ARL6S8H1187B989A58
SOGICMJ12A81C1F73D,Pode Acreditar,196.57098,0,AR65UIK1187B9AC580
SOZCIFV12A58A7A7C6,Lovers In Captivity,304.66567000000003,2006,ARG9V8O1187FB534F1
SOVOUPS12A8C13A74C,Thats What Love Will Do LP Version,435.9571,0,AREH7LP1187B9B7164
SOIXGGN12A58A7A44C,Hallo_Was MacHst Du HeutDaisy ,166.05995,0,ARD2XKH1187FB4DE4D
SOBWGJD12A8C142D33,PuissesTu ,443.32363,0,ARK2CBH1187B9A2667
SOZSBUP12AB0188C41,Ist Es Wahr,357.01506,0,ARJRYSJ1187B9B27C0
SOWVYWK12A8C14141F,Easy,198.47791,1999,ARX395D1187FB41D91
SOLPYAZ12A8C131225,New Project Live At Shepherds Bush,211.01668999999998,2007,ARDW3YJ1187FB4CCE5
SOULSTL12A6D4F9689,Bei Costas,163.65669,2006,ARRSEGJ1187B9A67D9
SORYFNI12AF72A2B2C,Nowhere To Run,195.70893,0,ARHTHC01187B9B6D2A
SOCFPZG12AB0181461,Fat Tianne,208.45668999999998,0,AR202MX1187B9B0383
SOKTPJY12AB018B8EC,Let Me See,175.59465,0,AR615ZF1187FB4A4B0
SOMTUTM12A6D4FBA8D,Serra Pelada,302.18404,1988,ARLIIVS1187FB5583B
