artist_id,artist_latitude,artist_location,artist_longitude,artist_name,song_id
ARMLWWX1187B98A4A5,,,,Siempre asi,SOLQGHZ12A8C139194
ARH39ZK1187B9ABC22,,California  SF,,Girl Talk,SOQDTFZ12AF729DAD8
ARL4TII1187B9B46E1,,London England,,Queen,SOLVFLD12A8C1387BF
AR4RY4E1187B9912E5,,New York,,Wax Poetic,SOMJTJC12A8C142C92
AR79GT01187FB5CC51,,,,Hurts,SOPKYHG12AB018853B
ARJIE2Y1187B994AB7,,,,Line Renaud,SORXWXC12A6D4F87B3
ARTS26V1187FB3F9FE,,,,883,SOCIBEJ12A67020453
ARATDCC1187FB5C95F,,San Francisco CA,,Papercuts,SOKRLDS12AC468CFF6
ARDSDZN12454A4CE6F,10.40633,CP3,77.23871,Silkk The Shocker Featuring Master P,SOAGWEI12AB018952A
AREOREU1187B99AACD,41.28054,Wellington,174.76713999999998,Rhian Sheehan,SOUDMHF12AAF3B4AB9
ARPAK761187FB4096B,51.50632,London England,0.12714,The Rifles,SOQTBNH12AB0181DA7
AR3YA6F1187FB55106,,,,Sally Yeh,SOQBNTJ12A6701FA57
ARRJB8U1187FB3B787,,,,CheNelle,SOBAZOE12A81C2098C
ARSC0U31187B9A835E,40.1142,Champaign IL,88.2435,Jack McDuff,SOBKNBZ12AB017DC7E
AR7TZZJ1187FB36B90,40.43322,Squinzano  Italia,18.04511,Nicola Arigliano,SOBILQX12A58A7D6F7
AR17PO11187B99AFF9,,,,Vibracathedral Orchestra,SOIPFMG12AC468D1F1
ARRTPN61187B9A3812,33.55943,Bowie City TX,97.84835,Scott Joplin,SODCJCU12AB0182516
ARHKW8K1187FB4C9A2,,,,Orbit,SOFPSXO12AB017E22C
ARLRWBW1242077EB29,,,,Mikhail Pletnev,SOFRNGO12A8C13C240
ARF2VXV1187B98E54B,,,,Julien Doré,SOUYRCW12A8AE47D13
ARXCE1N1187FB3F44F,,,,Reincidentes,SOIJTYG12AB017F24D
ARII6TL1187B9B4712,,,,Sheep on Drugs,SODKPUQ12A6D4FB530
ARDRSTJ1187B98C71B,40.143229999999996,New Jersey,74.72671,Bigwig,SOOGFGO12A8C13B0B2
AR6LLZ51187B9A427F,,Illinois,,Airiel,SOCYRLR12AF72A1D8D
ARXLXY711C8A42C04D,31.1689,Texas,100.07715,Big B,SOEMXIU12A8C142462
ARG6GDG1187B9AA148,,,,Roger  Zapp,SOSEKYB12A6D4F9402
ARYLKRH1187B98AC77,37.5407,Richmond Virginia Estados Unidos,77.43365,Municipal Waste,SOGFCGN12AF72A7344
ARISNG51187FB4CE02,41.88415,Chicago IL,87.63241,Kurt Elling,SOWNCGX12A58A7916F
ARHOCKY11E2835D7CB,,,,Maire Brennan,SOILKMT12A6702015A
ARB68KQ1187FB576F5,,,,Joao Donato,SOTXRFG12AB017A7F8
ARCBYJW1187FB51FD8,41.88415,Chicago IL,87.63241,Major Lance,SOJSSDR12A8C142EE5
ARDWGXO1187FB5BFD6,,,,Ian Siegal,SOQUYLS12AB0184144
AR02YGA1187B9B8AC4,34.60852,Buenos Aires,58.373540000000006,Bersuit Vergarabat,SOHAVVY12A8C1422E6
ARIRQGA1187B99D9FF,53.383109999999995,Sheffield England,1.46454,65daysofstatic,SODCMIA12AB018398D
ARK6JC91187B9B4B2D,,United States,,Babbie Mason,SODWDRX12A8C136E77
AREB3HW1187FB54E90,,,,The Observers,SORCHNX12A8C1434FD
ARUB0K61187B9B9AC3,29.65195,Gainesville FL,82.32318000000001,Hot Water Music,SONHWFV12A8C137169
ARR5OID1187FB360E9,46.58976,Helena MT,112.0212,Nicolette Larson,SOUQFRD12A6D4FA0B8
ARB52EU1187B9A2514,,,,Spokane,SODYKRV12A8C13CF01
ARMEXUV1187B9B4CD7,,,,Now Its Overhead,SOVODHR12A6D4FB2EB
AR2ZZK61187FB40C58,,,,Mauro Picotto,SOSEPAK12A81C2170D
ARHTAPO1187FB5AADE,,Leyton East End de Londres,,Iron Maiden,SOJKLHZ12A6D4F90FC
ARHYZVQ1187B9AD83B,51.16418,M Germany,10.45415,Ute Lemper  RIAS Berlin Kammerensemble,SOPVJSR12A8C13AFA1
ARUZLJG122BCFCBFD5,51.16418,GERMANY,10.45415,Collapse Under the Empire,SORTPEN12AB018951C
ARI98C81187B99602D,,,,Freak Power,SOIZMMI12A670209C4
AR1JGQT1187FB56878,30.235129999999998,Rayne LA,92.26831,JoEl Sonnier,SOICIZT12A6D4F6751
AR5NYWW1187B993C1A,28.55019,Guerrero Mexico,107.48486000000001,Chavela Vargas,SONOTVZ12A8C13C9B8
ARQXJW51187B9AEE27,44.00118,New Hampshire,71.6342,Since The Flood,SOICTFT12AB0187B69
ARSMG8X1187B99CA99,,,,Macaco,SOAXJKO12A6D4F9599
ARFENFY12420782CEE,,,,Las Ardillitas De Lalo Guerrero,SOFHCWK12A6D4F6C4F
ARV01OT1187FB39656,,,,Natasha StPier,SOSMJFD12A8C1407C8
ARRU9VN1187FB53EDB,,,,Sheila Chandra,SOUPDDW12A6D4F79A2
ARP3B9R1187B995D20,,,,Palm Skin Productions,SOTNJAL12AC468910B
AR9MOXS1187B98AF78,,,,Robben Ford  The Blue Line,SOOOEKE12A6D4FBA33
ARUJ5A41187FB3F5F1,,Dublin Ireland,,U2,SOUATDY12AB0185157
ARCGJ6U1187FB4D01F,,St. Louis MO,,Akon,SOIMYXI12AB018106C
AR44U7H1187FB40F85,38.546659999999996,Davis CA,121.74476999999999,Thin White Rope,SOLUKIN12A8C134577
AR212SC1187FB4A4F9,,London England,,Motörhead,SOWBWMA12AF72A0EFA
ARMQXFY12086C11480,,,,Siobhan McCarthy  Hilton McRae,SOCAXPD12A6D4FA27E
ARLYOFN122988EEECE,,,,El Coyote Y Su Banda Tierra Santa,SOKLWBE12A8C13431A
ARNMKA51187FB4D40D,42.328070000000004,ANN ARBOR Michigan,83.7336,Uzeb,SOQNOQJ12AC907563D
ARQ3NY21187FB362D7,,,,Pencey Prep,SOOEXLK12A6D4FA72C
AR2665Z1187FB56AB9,,Tuskegee AL,,Commodores,SOEOPUJ12A6D4F7D92
AR7Y33Q1187FB3CAE0,,,,Gary Smith,SONKHAP12AB017F9EF
AR8JKWO1187FB381CD,59.54484,Sveio,5.35813,Bjorn Berge,SOQVSOB12A67020613
AR50X381187B9A7374,,,,Pulsedriver,SOCBTRK12A8C13CB26
ARY7K131187FB38C1B,37.550909999999995,FREMONT California,121.98217,Psyopus,SONRZKZ12AB018A1F0
AR45GZC1187FB48E44,,,,Ola Magnell,SOAAXAZ12A6701CC77
ARNWVN41187B9A51BB,51.50632,LondonStroud,0.12714,Scanners,SOPTZQK12AB018AE52
ARTK5LU1187B9A654C,,,,Michael Gettel,SOMLFVN12A8C136135
ARTICMR1187FB3DCA6,,,,Brooklyn Bounce,SOQRYRL12AB017C6F9
ARZVOWX1187B9B9F01,,,,Stream Of Passion,SOGTIRX12AB017CE37
ARJVTD81187FB51621,51.482240000000004,Portishead  Bristol,2.78071,Portishead,SOBCRSV12A6D4F3C93
AR87K371187FB5AA8E,,London England,,Uriah Heep,SOIGNJY12A8C13AE1A
ARNTKCL1187B993B54,,,,DJ Aligator Project,SOHKFZK12A8C13886F
ARUEAMP1187B99111A,38.8235,Maryland,75.92381,The Bakerton Group,SOYENOV12AB0185BF9
AR6OSQ81187FB3FDAB,53.343759999999996,Dublin Ireland,6.24953,Ronan Keating,SOUAQWX12A6D4F7DEF
ARNE7S81187FB490D0,,,,Painkiller,SOPLNEQ12AB0183578
ARB9VHL1187B9AEC3F,42.328070000000004,Ann Arbor MI,83.7336,Taproot,SOBOYFA12A6701D128
ARJCVCU1241B9CD97E,,,,USS Ubiquitous Synergy Seeker,SOHQCOD12AB018316C
AR8WLH21187FB49CE7,34.16612,New Mexico,106.02611999999999,Francesca Ancarola,SOTLUNF12A58A79B5D
ARR5CEB1187FB5A3FF,,,,Restless Heart,SOXAOIN12A8C138D34
ARWFLT91187FB3CE5D,41.88415,Chicago,87.63241,SOiL,SOUXGQW12AB018D862
AR6ELQO1187B9AC8AF,54.194559999999996,Sligo Ireland,8.6541,Perry Blake,SONOYDG12A8C13FB1C
AR6LM3I1187B9B2B34,51.50632,London England,0.12714,Cornershop,SOIERAA12A8C134F90
ARLR9U31187B9A71AD,42.328070000000004,Ann Arbor MI,83.7336,The Stooges,SOBCTDP12A6D4F7602
ARCUJ1T1187B997B07,,,,Dietrich Wolfram  Mundharmonika  Mouth Organ,SOEJCDP12C791395D2
ARSZIF41187B9B9A02,,,,Danza Invisible,SOJLYJF12A8AE49B63
ARC8REP1187FB48215,34.053490000000004,Los Angeles CA,118.24531999999999,Karma,SOPFPCH12A6D4F57E5
ARXWPW61187FB4EE2F,46.71067,France,1.71819,Dagoba,SOSUUTP12AF72A739D
ARJ59K61187FB5B43E,39.400079999999996,Hamilton OH,84.56264,The Afghan Whigs,SOYXDHH12A8C1337A7
ARXOEZX1187B9B82A1,,,,Elie Attieh,SOGQJRZ12AB0180B9B
ARWVQRR1187B9AE7E3,,,,Five for Fighting,SOCJRPG12A58A7EA4B
ARYBXCB11F50C4E0E0,,,,Louis Armstrong and His Orchestra,SOEKYXP12AB018A004
AR5QW6F1187B9A7E4C,,Minnesota,,Excel,SOJHEXB12AB017DEC1
ARFMLPQ123E29C23C0,,,,Ans,SOSICYN12A8C14114C
ART1R9I1187B9B3324,,,,Margaret Becker,SOAZRCH12AB017A84D
ARYYTAY1187B9B5F9D,,Los Angeles CA,,Paloalto,SOKEBYL12A6D4F6FBF
ARDN4NG1187FB5755E,35.67048,Tokyo,139.74092,Nobuo Uematsu,SOUZFZP12A8C142A35
ARA8ZVE1187B9A7C94,,NY  New York City,,Ronny Jordan  Guru,SOZGLJY12A6701F6EE
ARJRQL51187FB541AB,,,,Juan Carlos Baglietto,SOQRFVZ12A8C13A4C6
ART4MB31187FB4C838,52.883559999999996,UK  England  South West,1.97406,Thomas Leer,SODUFLL12AB018E885
ARFKWCR1269FCD4C75,,,,Write This Down,SOXHYNV12AB0185BC9
ARATR0U1187B9B76D0,,San Francisco CA,,Dead To Me,SOFMQDK12AF729D3C8
ARWAUAQ1241B9C6DA7,,,,Niño Josele,SOAXEVR12A8C13FF61
ARH3HQO1187B998CF8,,,,Psihomodo Pop,SONPUQG12AC468AC1F
AREPHJU1187B98F3A9,43.648559999999996,Toronto Ontario,79.38533000000001,Our Lady Peace,SOBCUJG12A8C1346B0
AR0YJK01187B98DF25,34.7519,Arkansas,92.13055,Michael Jones,SOAHUOW12A8C13603B
ARIRXX31187FB43AC8,,,,Erik Truffaz,SOYVPDA12A67ADF7E4
AR7ZI7Z1187B98BF55,,,,Mago de Oz,SOKNFFM12A81C216F3
ARRXWZ31187B98F423,,,,Mocean Worker,SOBGBKR12A58A7CC8A
ARSCC3E119B3403751,,,,Quad City DJs_ The 69 Boyz and KNock,SOPAKWW12AB0185A16
AR4WA5Y1187B9AC434,,Chicago IL,,Ministry,SOSAWGH12A6D4FAAF5
ARSBZSV1187B989B86,,,,Stress Assassin,SODIRMS12A8C140C52
ARSA3561187FB58C37,36.16778,Nashville TN,86.77835999999999,Bebe And Cece Winans,SOSXFOV12A6D4F5E2C
ARTQBG41187B99D524,,,,Exillon,SOIKCVH12AB018832D
ARQYX4N1187FB43837,,,,The J.B.s,SOYRGYZ12A679D8B10
ARGRPLX1187B9AF8EB,53.4796,Manchester England,2.2488099999999998,Electronic,SOKSMPO12A8C141A6B
AR58PJ31187B9B2E0A,50.56671,Dartmoor,3.89868,Seth Lakeman,SOYYKSA12A8C141EF3
ARUWLCL1187FB549B8,,,,Yamandu  Dominguinhos,SOKGAEA12AB017F671
ARKA8M21187B99529C,,,,Boban Markovic Orkestar,SOASXMM12A6D4FB2EF
ARXKI3P1187FB46ABA,,,,Toyah,SOBSEFA12AB017C3DF
ARZXC9Y1187FB57133,,,,AfroCuban All Stars,SOGFEEP12A58A7AC9B
ARZ13QU1187B99E798,,,,RICKY LYNN GREGG,SOKBHNV12A8C13AD97
ARPSOOQ1187B993508,,Stockholm,,Bloodbath,SOVFULC12AF72A54B7
ARCZ5JJ1187FB3E221,41.88415,Chicago IL,87.63241,Mavis Staples,SOTVBLU12A8AE46993
AR7H21J1187FB40C69,,,,Mr. Lif,SOOSLVC12A8C13E51E
ARPVCLJ1187B9AC403,33.83276,Anaheim CA,117.91572,No Doubt,SOVQSYW12A6701FBA7
ARIFAA91187FB37EA6,62.19845,Sweden,17.55142,Dream Evil,SOQTXZE12A67ADA74A
ARGHRN01187FB4840B,,,,P.S. I Love You,SOPNZVV12AF72A3607
ARVNIFV1187FB3A014,40.65507,Brooklyn NY,73.94888,Dub Trio,SOKVESG12AB0183733
ARITDIH1187B9B18CD,60.17116,Helsinki,24.932579999999998,Tiktak,SOUTOFU12AB018337A
ARDB4UV1187FB3E9CD,,,,Mylo,SORYDHE12AF729F26A
ARG46WA1187B994BE5,41.504709999999996,Cleveland OH,81.69074,Joe Lovano,SOQDMCF12A58A7DBF7
ARWAV5K1187B98C7B1,,,,Go West,SOPOSGZ12A6D4F6CE6
ARXGD471187B990EDB,36.15398,Tulsa OK ,95.99277,The Tractors,SOWLTZL12A8C13C4AE
ARP15911187B9B0676,,Denver CO,,Jill Sobule,SOKGDGM12AB018B071
ARVXKTV1187FB44139,36.97402,Santa Cruz CA,122.03095,Arsonists Get All The Girls,SOGMWOY12AB017FA59
ARNBMT71187B993523,40.71455,New York NY,74.00712,Interpol,SOEYAIN12A81C224CB
AR2KSTE1187FB57A36,,Fort Wayne Indiana,,Petra,SOJDKQV12A6D4FAF0E
ARMEBZL1187FB4015D,,Berlin Germany,,Joy Denalane,SORWUQX12A8C136740
AR57VUG119B866923E,,,,Onra,SOJSNUS12A8C13C09D
AREV2491187B9B017E,,Queensbridge NY,,Mobb Deep,SOCJAYM12A8C138772
AR0FZH51187FB4A6E5,,,,Destroid,SOOFXVX12AB018410E
ARV1YI11187B9ADC35,,,,Diomedes Diaz,SOHMLRI12AB0184581
ARG7IFZ1187FB3BFAB,,,,Lexy  KPaul,SOVTNZE12A8C140BAE
ARSFCOO1241B9CCEFC,,,,Zuzana Navarova  KOA,SOFTAAX12A6D4FDB34
ARRVUWA1187B9A0FE2,21.511020000000002,Cuba,77.80679,Orquesta Aragon,SOEFDKH12A58A7BECD
ARX7RZ71187FB56C48,,,,The Dykeenies,SOUEEKG12A6D4F6857
AR9TIW91187B9975F6,,,,Body Count,SOTRQTA12A6D4F9B09
AROQL0S1187FB57CFD,,,,Les Misérables  Original London Cast,SOTCYVC12A8C138F87
ARZQYSZ1187FB3AC39,,Staten Island NY,,Ghostface,SOKQSXN12A6701D935
AR3J9AY1187B9B7069,,,,Full Blown Cherry,SOIGBWU12A8C13E7FF
ARDSWIE1187FB39056,,Boston Massachusettes,,Gang Starr,SOLNHID12A58A78106
ARFM1EQ1187FB533ED,,,,Sir Samuel,SOPEJWE12A8C138996
ARBHI5I1187FB3EC5D,34.16788,Arizona,111.9307,ToyBox,SOLKPOD12AAF3B30B2
ART795E1187FB4D098,,,,Barry Adamson,SOTPHLF12AC4688CF9
ARI2QZL1187B9B80AB,,,,The Arrogant Sons Of Bitches,SORXZUE12AB01835C7
ARCNZYJ1187B99791B,,,,Todesbonden,SOMUEMS12A8C13CE52
ARLZ0XR1187FB43119,49.38426,CANADA  Ontario,84.75627,Big Sugar,SOMIRKH12AB0182F65
ARSF0K11187B9AF319,,London England,,James Taylor,SOXPVJS12A8C1326A8
AR2A6UJ1187FB4BF5C,51.50632,London England,0.12714,The Good_ The Bad and The Queen,SODWYGY12AF72A7DDE
ARDI1X71187B9AED85,,,,Antonio Vivaldi,SORJMLP12AB01877E4
ARL6XXC1187B99527C,51.45366,Bristol England,2.59143,Robert Wyatt,SOONOTX12A58A7A88B
ARVJR1N1187FB4144A,37.5407, Richmond VA ,77.43365,Lamb Of God,SOMBATZ12AAFF4443B
ARZCI2E1187B98CEB3,,,,Bobby Collins,SOFONSX12A8C140A86
ARI7RGN1187FB40849,,Atlanta Georgia,,India.Arie,SOSPVCG12A8C14560E
ARS8WH31187B9B8B04,,,,Edu Lobo,SOQKYWC12A8C136A4F
ARBFCK11187FB4C89B,36.17191,LAS VEGAS Nevada,115.13996999999999,Brian Eno And David Byrne,SOAGYNF12AB0187EEE
AROJOF31187B9B3DA1,,Minneapolis MN,,Mason Jennings,SOHBNTW12A58A79B88
ART8F8O1187B9A538D,,Salzburg Austria,,Herbert Von Karajan,SOFNNDS12A8C138268
ARBLI551187B99EE49,,,,Quinoline Yellow,SOXDLHK12AB018BBC3
ARVQ9FE1187FB419A9,,,,Showtek,SOHYLTM12AB0189A0C
ARQEJKG1187B9AB8EC,,,,CLUBRAIDERS,SOYYLRS12A58A7EFCF
ARGZG0Z1187FB4B280,,Southampton Hampshire England,,Mike Batt,SOTUCDJ12A6D4FBD25
ARN234I1187B99AA85,38.83345,Colorado Springs CO,104.82181,Laymen Terms,SOSHKEH12A8C138AB1
ARRWSRA1187FB3AFEB,,El Paso TX,,Sparta,SOVVRSI12AF72A3877
ARLSGUY1187B98AEBC,37.16793,USA,95.84501999999999,Crabby Appleton,SOUHVMV12A58A7C4D9
ARC91C2119B866835D,,AU,,Sam Sparro,SOWOBLV12A6D4FBBB7
AR0OE2I1187B989368,40.71455,NY  New York City,74.00712,Stephen Lynch,SOSEZSF12A8C13F4A5
AROPLMX12592CDA2DA,,Brooklyn NY,,Small Black,SOPYNBO12AB018BD8C
AROH0JN1187B98DDC9,,,,Golden Smog,SOPTEWY12A58A7E68E
ARHOSMU1242078130D,,,,All Leather,SOOZSTX12AB01842AA
ARW5MXU1187B9A9F58,,,,Anne Linnet,SOIKIJN12AB018560B
ARJRQL51187FB541AB,,,,Juan Carlos Baglietto,SOMCTKM12A8C138B86
ARV481W1187FB38CD9,,Lajatico Italy,,Andrea Bocelli  Anna Bonitatibus,SOKOGIH12AB017F1F2
ARXRE911187FB52D28,,,,Headman,SOUUYKC12AB018955F
ARTMCRK1187FB51EA2,,,,Joe Gibbs  The Professionals,SOWDQGX12A8C134168
AR0XAVE1187FB3C16B,,,,Hocico,SOAWLMU12AB0183B45
ARIDCB61187B98952E,,por el mundo cantando.,,Arcangel La Maravilla,SOARXRJ12AF72AACE9
AREKQ851187B9AB9D4,,,,Fursaxa,SODYYXH12AB018A14B
ARJ7SQ31187B9AF432,,Barking Essex England,,Billy Bragg,SOWROAS12A8C14258B
ARDRJSP126E2B3BEF8,,,,Spiritualized,SOXXMFL12A8AE47B6A
ARTHSAE12131B4B70A,,,,Sir Simon RattleBerliner PhilharmonikerGuy Braunstein,SOECXBG12A6D4F88EE
AROHUVE121318C5707,,,,Ana Torroja y Miguel Bosé,SORVAAS12A8C13E3AB
ARNQMZ11187FB5A7D3,,,,Glenn Mercer,SOBRMWF12A8C13AF8C
AR1TZTZ1187B9AE804,,SWEDEN,,Rigmor Gustafsson,SOGCKUF12AB018048B
ARMZF6Y1187FB36D2E,,,,QQ,SOSTCSY12AB018A6EA
ARO0R521187B98A2D1,,,,2 Minutos,SOSSUGT12A8C138F9F
ARD5K161187B9AC784,51.27562,Sevenoaks United Kingdom,0.17898,Orbital,SOXHSTL12A8C13B5A6
ARO5Q2U1187FB4D3C6,,,,The Mary Timony Band,SOWVQJT12AB0183293
ARAYQYI1187FB4542F,,,,Wynton Marsalis Septet,SOHUWUS12A8C130E8D
AR75KUV1187FB5722B,,,,Os Replicantes,SOWJFGW12AB01861C4
ARWKO2O1187B9B5FA7,,,,Tree63,SOUHORN12AF72A2DB1
ARFKYG51187FB4CE41,44.646159999999995,Halifax Nova Scotia Canada,63.573919999999994,April Wine,SOXAUYW12A6D4F7DAB
AROYBLU1187B99A255,,,,Jarvis Church,SODMLAB12A8C1441D2
AR31LL21187FB4D84E,,UK,,Babyshambles,SOLFNBI12A8C13FCF2
ARNEA8G1187B98CCD6,40.71455,New York NY,74.00712,Chavez,SOMQXGF12A6D4FADF5
ART1R9I1187B9B3324,,,,Margaret Becker,SOCLAFZ12AF72A6D7F
ARWWDSC1269FCD4D06,,,,Ministère des Affaires Populaires,SOTURND12AB0183FF9
AR2LPHP1187B99E133,,,,Infinite Livez feat. Defisis,SOXYFUH12AB018037C
ARKKDOH1241B9C62E9,,,,Cripta,SOOQITJ12AB0180F36
ARERLPG1187FB3BB39,34.05464,Pomona CA,117.75001999999999,Tom Waits,SONKZOI12B0B8073FB
ARVXSL91187FB3DF54,,,,Strong Arm Steady,SOBMFTU12AB0187706
AR7ZNX41187FB4B425,,,,Federico Baltimore,SOSQSPE12AC3DF6C54
ARI3Y8E1187FB4302B,34.053490000000004,Los Angeles CA,118.24531999999999,The Ditty Bops,SOMJHCA12A6701F2BC
ARST42X1187B9B4AE0,,,,DJ Muggs,SOLXZQS12A58A790DA
ARM7EDF1187B9B3FA1,,,,Guns N Roses,SOIHJSD12A6701EB04
AR4TPZ21187FB4C5CB,40.71455,New York NY,74.00712,David Cassidy,SOJCKCY12AB0188482
ARUW6HS1187FB3F028,,,,Rokia Traoré,SOIRHHH12AB01807F0
ARNZ70R1187B9A4824,,Westbury Long Island NY,,Joe Satriani,SOMCIIM12A8AE49622
ARRLMTZ1187B9AB6DD,,,,Los Corraleros De Majagual,SOQQFXD12A81C20882
AR63DJ41187FB4056D,52.883559999999996,England,1.97406,Mojave 3,SOUIPGD12AF72A4480
AR5P2UW1187FB3C1B6,47.603559999999995,Seattle WA,122.32943999999999,Judy Collins,SONQPMZ12A58A7A6A0
ARUMVHW1187B9A9F0B,,,,Luis Eduardo Aute,SOYKBGD12A6D4F4C4A
AR8ZQ9T1187FB56FE5,,Miami Florida,,Goldfinger,SOHJYGD12A8C13CF7F
ARA82JG1187FB36131,40.76596,Shenandoah IA,95.3756,Charlie Haden  Chris Anderson,SOXVMXO12A8C13EAFA
AR6JMUB1187FB439D2,,,,Battalion Of Saints,SOGIINM12AB0183E6E
ARTM6SK1187B9B804D,17.61099,Dongo Buti Niger,8.08094,Ismaël Lo,SOHMLIA12A6D4F6ABC
AR94OT81187FB594E1,,,,Dickie Jones,SOLLFFB12A8C133BEF
ARR3ZVN1187FB55682,,Providence RI,,Deer Tick,SOTRPJN12AB0182298
ARY4KF61187B9A6EBA,,,,Mux Mool,SOVFERH12AB0184258
ARAMJW91187B9A033D,,,,Enrique Urquijo Y Los Problemas,SONHHEY12A81C21A4F
AR5QUQY1187FB58AE8,,,,Gibby Haynes and His Problem,SOMXQEF12A8C13E03F
ARDZYLF1187B99913A,,,,Linea 77,SOHQVZQ12AB018940F
ARKJBR01187FB429D7,,,,Jump_ Little Children,SOIBLDG12AB01843DD
AR0687M1187FB5604E,,Texas,,Final Fantasy,SOMTMKQ12A6D4FA3A7
AROBTWJ11F4C84886E,,,,Luis Y Julian,SOVJFTQ12A8C13D7EB
AR73WAH1187FB5A6A3,,,,Louie Austen,SODCATS12A8C137B39
ARVA23V1187B98C54A,,,,Barley Bree,SOUZONQ12A8C13DE81
ARENNIE1187FB3BF1F,55.8578,Glasgow Scotland,4.24251,Orange Juice,SOCXAOV12AB0181F87
AR66WSL1187FB4302C,56.65286,Scotland,3.9966699999999995,Michelle McManus,SOZNRAQ12A8C13B2CF
ARPRLXR1187FB3BB7A,,,,3LW featuring Nas,SOCKVZD12A8C1325C3
ARDK6QW1187B9B8D85,53.93063000000001,UK  England  Yorkshire,1.2078799999999998,UK Subs,SOXTBTY12A8C134A43
ARND48J1187B990A0B,,Texas,,Storyville,SOTDILJ12AB0188A2B
ARFFVBK1187B9A5B5C,,,,Synaesthesia,SOBEAMH12A8C1373D9
ARSX3SG1187B99686A,32.67828,Georgia,83.22295,Eddie Kirkland,SOUMLGB12AB0186F66
ARESNPC1187FB53E96,,,,Middle Class_ The,SOXURVF12A8C142923
ARFK98R1187B9B0552,43.648559999999996,Toronto Ontario Canada,79.38533000000001,Pursuit Of Happiness,SOTSNQM12AB0183738
ARGLXU11187B98DA30,,,,Flop,SOSARZM12A58A7B917
ARCYCWA11E2835D399,,,,Sugarman 3,SOTREPU12A8C136022
ARCC1U91187B9B2E37,37.20897,Springfield MO,93.29156,Someone Still Loves You Boris,SOHNNYK12A8C13BF98
ARTE6AQ1187B9B2826,42.33168,Detroit MI,83.04791999999999,The High Strung,SOKHJSC12A8C14016E
AR9E1QW1187B999A34,,,,Mikel Erentxun,SONMTUS12A8C13C6C1
ARQSM561187FB4A0CF,33.6671,Orange County  USA ,117.76505,Jacks Mannequin featuring Mick Fleetwood,SOHBCBL12A8C132397
ARRTEJM1187FB46317,,,,Kutt Calhoun,SOHMSPU12AB01873A8
ARO81SS1187B996629,,,,Nando Reis,SOIUREE12AB01846ED
ARQ95QQ1187B9A4B20,,,,Choco Orta,SOYBJLO12AC9097EE1
AR8TLVX1187B9B2D7D,,Sweden,,Mithotyn,SOIDEHN12AAA8C4B80
ARI4SKQ1187B9B43B0,,,,Beres Hammond,SONBWQQ12A58A7BF65
ARBERAU1187FB45567,,,,Lusine,SOEFDRJ12A8C142A96
ARD66TF1187B9A1670,,Nashville,,tobyMac,SOATDKA12AB018DF62
ARQR8Y51187B9B8E9C,,,,La Mancha De Rolando,SOSWVUB12A6D4FCB1D
ART6WIH1187FB3A070,39.739259999999994,Illinois,89.50409,Chicago Afrobeat Project,SOLYPIN12A58A7B02B
ARCIDMF11E2835DBF2,,GERMANY,,Torsten Goods,SOVMUUK12AB017B1E9
AREIGVJ1187FB3C4E8,,Kansas City MO,,Flee the Seen,SOHBLHT12AB018E5B5
AR4OH581187B9B7157,,Atlanta GA,,Jagged Edge,SOFYRDR12A8C133F7D
ARTVTKS1187B9AD8AF,,,,The Peanut Butter Conspiracy,SOBQWEU12AC3DF98A5
ARL5BEN1187B98E4D9,,Montego Bay Jamaica,,Jah Cure,SORRKQZ12AB0185DAD
ARAPI451187B9B6E6F,35.472,Oklahoma City OK,97.52033,John Michael Talbot,SOTFCTC12AC4687DC4
ARJ1BWM1187B9B117B,,,,Embrace the End,SOKJYBX12AF72A900B
ARGDSO91187B9AAB35,,,,Patrick Bruel,SORIWFK12A8C137A62
ARID75M1187B9B8341,,,,Steve Green,SOGYBIX12A6D4FB5B8
ARRIWD31187B9A9B4A,40.65507,BROOKLYN New York,73.94888,Jean Grae,SOFTRBO12A8C13C2CC
ARBHKG91187B988B9F,,,,Choclair,SOMRNWP12A6D4F9697
ARURSBN1187B992454,,,,Gene Krupa  His Orchestra,SOCUMLQ12A8C136299
ARL5WZC1187FB402CB,,,,OOIOO,SOHCWPU12A8C131D8B
ARVW4JA1187B98E0BD,,,,Heavens to Betsy,SODQYDM12AB018720D
ARQUHF41187B9A2E9E,,,,Sidney Polak,SOCYGHW12A8C1377C5
ARWT7VX1187FB54449,31.12493,Marksville LA,92.06243,Little Walter,SOMQVST12A8C140FF1
AR8FNT11187B9B1139,41.88415,Chicago IL,87.63241,Kill Hannah,SOLLGKC12A6D4F803A
ARW5R811187B98BC96,,,,My Dying Bride,SOWWBVG12A81C200D8
ARTR6D91187FB57536,,St. Louis MO,,Truth Hurts  Dr. Dre,SOWFDBX12A6701E13E
ARYPLX21187FB3657A,45.51228,Montreal Quebec Canada,73.55439,The Stills,SOOELYY12A670200F2
ARCF06I1187B995398,,,,KOS,SOAXBAE12A6D4F79C3
ARE227E1187B99D8F4,,,,Asta Kask,SORYERO12A8C13B2D6
ARVML631187B99E90D,,Athens GA,,The B52s,SOFHWIG12AB01855B5
ARRJYEN1187B9B26B3,,VALENCIA California,,Raheem Devaughn,SOKENSU12A8C133685
ARYSB3A1187B98B465,,Vancouver Canada,,Theory Of A Deadman,SOAWVAF12A8C13FAD0
